experiment,kind,setting,seed,epochs,final_closed_test_loss,final_open_test_loss,deployed_loss_gap,deployed_loss_gap_relative_to_closed,finite_final_losses,peak_open_test_loss,peak_closed_test_loss,trajectory_gain_distance,open_loop_test_loss_spike,closed_recovered,stage1_end,plateau_end,plateau_length,plateau_detected,plateau_exit_detected,plateau_exit_reason,stability_crossing,stability_to_plateau_gap,final_closed_coupled_radius,claim_C1_loss_divergence,claim_C1_gain_divergence,claim_C2_plateau_present,claim_C2_three_stage,claim_C3_stability_transition,claim_C4_proxy
robustness_adam,robustness,adam,14,1000,0.0779628082248818,0.0810813167574815,0.0031185085325996925,0.039999951305043184,True,212.3864378499985,25.89237570285797,0.015915133267209808,True,True,47,700,653,True,False,fallback,47.0,653.0,0.6259820245744722,False,False,True,False,True,True
robustness_episode_long,robustness,episode_long,0,1000,0.052464776429598,0.5564536338858307,0.5039888574562327,9.606232824274601,True,22128.087543337344,256200.90367767212,0.5195145271106729,False,True,57,700,643,True,False,fallback,57.0,643.0,0.7021491844128701,True,True,True,False,True,False
robustness_episode_long,robustness,episode_long,1,1000,0.0527353216372828,2.8455348801612854,2.7927995585240026,52.95880392525283,True,9374736.588021483,9374736.588021483,0.5748421795764537,False,True,75,700,625,True,False,fallback,75.0,625.0,0.6964064844186199,True,True,True,False,True,False
robustness_episode_long,robustness,episode_long,2,1000,0.0523436788042605,1.2479130621254444,1.1955693833211838,22.840759584209252,True,4205247.776290012,4205247.776290012,0.551315648211943,False,True,73,700,627,True,False,fallback,73.0,627.0,0.6925528606728347,True,True,True,False,True,False
robustness_episode_long,robustness,episode_long,3,1000,0.0523813656408896,0.4434101086878217,0.39102874304693214,7.465035289986595,True,509.1700759208202,509.1700759208202,0.4952190981668737,False,True,48,700,652,True,False,fallback,48.0,652.0,0.6943032004211118,True,True,True,False,True,False
robustness_episode_long,robustness,episode_long,4,1000,0.0518841695124352,0.189944321942898,0.13806015243046282,2.660930178276702,True,695.7702067673206,695.7702067673206,0.450944393929952,False,True,49,700,651,True,False,fallback,49.0,651.0,0.6924163871942748,True,True,True,False,True,False
robustness_episode_long,robustness,episode_long,5,1000,0.0517471509159328,0.3872627963969717,0.3355156454810389,6.483751076964792,True,244.2497466814518,244.2497466814518,0.5166326863178637,False,True,56,700,644,True,False,fallback,56.0,644.0,0.6879321438654697,True,True,True,False,True,False
robustness_episode_long,robustness,episode_long,6,1000,0.0522503164352159,0.4701812942349352,0.4179309777997193,7.99863055983409,True,396.8085377156734,396.8085377156734,0.5036452898670417,False,True,50,700,650,True,False,fallback,50.0,650.0,0.6935905719918468,True,True,True,False,True,False
robustness_episode_long,robustness,episode_long,7,1000,0.0526511998509749,1.2659346467256547,1.2132834468746798,23.04379482915458,True,552.0662103271484,552.0662103271484,0.5427023289055977,False,True,54,700,646,True,False,fallback,54.0,646.0,0.6945868444902246,True,True,True,False,True,False
robustness_episode_long,robustness,episode_long,8,1000,0.0520132035345743,0.2625294303360329,0.21051622680145857,4.047361294743629,True,199.48903302192687,199.48903302192687,0.4814387453648811,False,True,49,700,651,True,False,fallback,49.0,651.0,0.6966331026010312,True,True,True,False,True,False
robustness_episode_long,robustness,episode_long,9,1000,0.0518612094273966,0.2842645424975762,0.2324033330701796,4.481255559524388,True,58.99525910019874,54.63677241683006,0.4909809126218513,False,True,50,700,650,True,False,fallback,50.0,650.0,0.68918271905031,True,True,True,False,True,False
robustness_episode_long,robustness,episode_long,10,1000,0.0519393243449413,0.340910149325864,0.2889708249809227,5.563623104948368,True,369.36955718278887,369.36955718278887,0.503002242837589,False,True,53,700,647,True,False,fallback,53.0,647.0,0.6900243543311935,True,True,True,False,True,False
robustness_episode_long,robustness,episode_long,11,1000,0.0521691929455665,0.4876517638249788,0.43548257087941233,8.347504461757655,True,67.90396458387374,66.11562480568885,0.5167350420819504,False,True,59,700,641,True,False,fallback,59.0,641.0,0.6929624773742016,True,True,True,False,True,False
robustness_episode_long,robustness,episode_long,12,1000,0.052595459740163,0.4356049948977306,0.3830095351575676,7.282178671880559,True,5501544.759245133,5501544.759245133,0.5163569048346048,False,True,58,700,642,True,False,fallback,58.0,642.0,0.6963632462253412,True,True,True,False,True,False
robustness_episode_long,robustness,episode_long,13,1000,0.0521744908418772,0.3856360141563346,0.3334615233144574,6.391275083547317,True,130632.59340098142,130632.59340098142,0.510004694130617,False,True,59,700,641,True,False,fallback,59.0,641.0,0.6930506732711427,True,True,True,False,True,False
robustness_episode_long,robustness,episode_long,14,1000,0.0525942330369186,0.5963812319003046,0.543786998863386,10.339289451785977,True,223.427154648304,223.427154648304,0.504122802931976,False,True,47,700,653,True,False,fallback,47.0,653.0,0.6964788559723286,True,True,True,False,True,False
robustness_episode_short,robustness,episode_short,0,1000,0.173919211043115,0.7694958162307739,0.5955766051876589,3.424444037065083,True,38.76353302955627,38.76353302955627,0.5019985653614035,False,True,57,700,643,True,False,fallback,57.0,643.0,0.6940717613413944,True,True,True,False,True,False
robustness_episode_short,robustness,episode_short,1,1000,0.1741316997173087,0.8529548811912536,0.6788231814739449,3.898332024415827,True,18139.354273433684,18139.354273433684,0.5215465205921874,False,True,88,700,612,True,False,fallback,88.0,612.0,0.687797255099059,True,True,True,False,True,False
robustness_episode_short,robustness,episode_short,2,1000,0.173486567951618,0.8005919969081878,0.6271054289565698,3.614720357667444,True,5169.205160045623,5169.205160045623,0.5119831209976045,False,True,79,700,621,True,False,fallback,79.0,621.0,0.6870274110194924,True,True,True,False,True,False
robustness_episode_short,robustness,episode_short,3,1000,0.1733746953732997,0.6622872066497802,0.48891251127648055,2.819976180628807,True,7.99227454662323,7.99227454662323,0.49371212709312007,False,True,48,700,652,True,False,fallback,48.0,652.0,0.6863556952143224,True,True,True,False,True,False
robustness_episode_short,robustness,episode_short,4,1000,0.1729446919955101,0.5460761988162994,0.3731315068207893,2.157519276917018,True,18.737956738471983,18.737956738471983,0.4590503543949964,False,True,44,700,656,True,False,fallback,44.0,656.0,0.6847320339077287,True,True,True,False,True,False
robustness_episode_short,robustness,episode_short,5,1000,0.1725415700494341,0.7029082894325256,0.5303667193830914,3.073848923660185,True,167.71251852512358,167.71251852512358,0.49547226331148153,False,True,55,700,645,True,False,fallback,55.0,645.0,0.6853316428123835,True,True,True,False,True,False
